(2,584.5945015618667)
(3762,501.2166173924194)
(5751,403.3725410747903)
(5955,381.9217062350414)
(7304,118.98881734132911)
(1175,110.40268176726805)
(26739,110.40268176726805)
(5901,83.95335577061518)
(23699,74.46022463153116)
(23701,73.62526492866245)
(23709,72.49555624163283)
(5173,72.49555624163283)
(5186,72.49555624163283)
(23730,72.49555624163283)
(23714,72.49555624163283)
(8066,72.4795088923093)
(26337,67.93468103756723)
(5383,63.844492687532544)
(5189,61.63881923408542)
(27156,61.63881923408542)
(7615,60.125771953604435)
(22951,56.806996323291905)
(112,51.26474364879712)
(27487,48.61039798647243)
(5459,48.61039798647243)
(22737,46.40824047674414)
(24436,46.31615667793015)
(26606,46.31615667793015)
(508,46.31615667793015)
(26604,46.31615667793015)
(5440,46.31615667793015)
(5203,46.31615667793015)
(24423,46.31615667793015)
(519,46.31615667793015)
(24431,46.31615667793015)
(500,46.31615667793015)
(5443,46.31615667793015)
(5448,46.31615667793015)
(529,46.31615667793015)
(24223,46.31615667793015)
(5441,46.31615667793015)
(26597,46.31615667793015)
(525,46.31615667793015)
(26613,46.31615667793015)
(5451,46.31615667793015)
(526,46.31615667793015)
(5445,46.31615667793015)
(5438,46.31615667793015)
(26599,46.31615667793015)
(24424,46.31615667793015)
(26612,46.31615667793015)
(24428,46.31615667793015)
(26601,46.31615667793015)
(24421,46.31615667793015)
(24435,46.31615667793015)
(26609,46.31615667793015)
(506,46.31615667793015)
(514,46.31615667793015)
(5452,46.31615667793015)
(24426,46.31615667793015)
(522,46.31615667793015)
(22747,46.29742106635121)
(22920,46.29742106635121)
(22860,46.29742106635121)
(243,45.392853033931594)
(21,45.28505499558365)
(12,41.621126885532036)
(5467,41.31434036659663)
(23729,40.78792583729269)
(5191,40.78792583729269)
(27158,40.78792583729269)
(1560,40.21406824001987)
(5251,39.48688486129742)
(22843,36.459238904595104)
(22881,36.459238904595104)
(22850,36.459238904595104)
(22898,36.459238904595104)
(22834,36.459238904595104)
(22810,36.459238904595104)
(22817,36.459238904595104)
(22801,36.459238904595104)
(35,36.33578645193182)
(319,35.11580966890615)
(4598,34.10830417996225)
(22821,33.87602275097987)
(51,33.74811840583157)
(4650,33.70710809546202)
(544,33.680617455814534)
(22816,33.663726567128855)
(620,33.6616690223332)
(4649,33.64566115451095)
(16,33.59161451115157)
(22760,33.57681216923362)
(8,33.569730031316034)
(4488,33.556437290731665)
(4560,33.55414736510891)
(6,33.54776628508665)
(557,33.54776628508665)
(138,33.54776628508665)
(22856,33.547287510733845)
(26475,33.547287510733845)
(14,33.53983379537613)
(24065,33.53983379537613)
(542,33.53983379537613)
(4470,33.53983379537613)
(132,33.53983379537613)
(26401,33.53983379537613)
(22755,33.53983379537613)
(22796,33.53983379537613)
(26349,33.53983379537613)
(22700,33.53983379537613)
(22748,33.53983379537613)
(26382,33.53983379537613)
(141,33.53983379537613)
(539,33.53983379537613)
(26383,33.53983379537613)
(603,33.53983379537613)
(22771,33.53983379537613)
(4558,33.53983379537613)
(4466,33.53983379537613)
(22839,33.53983379537613)
(4557,33.53983379537613)
(102,33.53983379537613)
(26402,33.53983379537613)
(22790,33.53983379537613)
(308,33.53983379537613)
(4601,33.53983379537613)
(22799,33.53983379537613)
(551,33.53983379537613)
(610,33.53983379537613)
(4471,33.53983379537613)
(22716,33.53983379537613)
(4517,33.53983379537613)
(22776,33.53983379537613)
(9,33.53983379537613)
(23992,33.53983379537613)
(246,33.53983379537613)
(24066,33.53983379537613)
(58,33.53983379537613)
(39,33.53983379537613)
(5,33.53983379537613)
(32,33.53983379537613)
(24228,33.53983379537613)
(24032,33.53983379537613)
(4600,33.53983379537613)
(26341,33.53983379537613)
(601,33.53983379537613)
(26452,33.53983379537613)
(26348,33.53983379537613)
(29,33.53983379537613)
(26446,33.53983379537613)
(315,33.53983379537613)
(4605,33.53983379537613)
(26380,33.53983379537613)
(4469,33.53983379537613)
(256,33.53983379537613)
(5492,30.306690429352674)
(25396,30.21800668153307)
(9213,30.133437209401812)
(1396,29.616834950221854)
(215,29.176849302115468)
(4636,28.81489883274033)
(25400,27.831801690197096)
(3949,27.779404984846618)
(4130,27.777932113446795)
(4157,27.777932113446795)
(4104,27.777932113446795)
(4110,27.777932113446795)
(26486,27.777932113446795)
(4118,27.777932113446795)
(4107,27.777932113446795)
(4112,27.777932113446795)
(4106,27.777932113446795)
(4101,27.777932113446795)
(26473,27.777932113446795)
(4763,27.777932113446795)
(4138,27.777932113446795)
(4114,27.777932113446795)
(4121,27.777932113446795)
(4113,27.777932113446795)
(4137,27.777932113446795)
(4134,27.777932113446795)
(4161,27.777932113446795)
(4141,27.777932113446795)
(4117,27.777932113446795)
(4123,27.777932113446795)
(4126,27.777932113446795)
(26464,27.777932113446795)
(4115,27.777932113446795)
(4144,27.777932113446795)
(4153,27.777932113446795)
(4160,27.777932113446795)
(4116,27.777932113446795)
(4150,27.777932113446795)
(4108,27.777932113446795)
(4124,27.777932113446795)
(26482,27.777932113446795)
(4146,27.777932113446795)
(29259,27.202755982588176)
(29232,27.202755982588176)
(9473,27.202755982588176)
(9456,27.202755982588176)
(25398,23.23084160909435)
(25402,23.194729517161562)
(25394,23.139188648572226)
(25404,23.139188648572226)
(5508,23.139188648572226)
(5502,23.139188648572226)
(5511,23.139188648572226)
(25399,23.139188648572226)
(5516,23.139188648572226)
(5908,23.139188648572226)
(25397,23.137237805758538)
(5514,23.137237805758538)
(25406,23.137237805758538)
(5480,23.128609430298816)
(5893,23.128609430298816)
(25403,23.128609430298816)
(1374,23.103021339956992)
(3761,22.501127128624294)
(139,21.163229828399682)
(9393,21.14362542836006)
(4665,20.24518891106215)
(6019,19.748196891596862)
(22996,18.712880181520365)
(27433,18.258981445153783)
(5897,18.258981445153783)
(5977,17.53410592382941)
(2807,17.460442734199102)
(5332,16.179988091138668)
(1415,16.013085826460145)
(9779,15.916580511349075)
(1100,15.153602826535574)
(17769,15.018364293840861)
(63,13.95977775445052)
(4089,13.916544523820788)
(6058,13.117556961930704)
(22719,13.10811645984888)
(11018,13.059892134865812)
(2177,12.997296495808865)
(20526,12.962665506063162)
(20618,12.962665506063162)
(20937,12.962665506063162)
(20935,12.962665506063162)
(20940,12.962665506063162)
(20930,12.962665506063162)
(27095,12.962665506063162)
(20931,12.962665506063162)
(20595,12.962665506063162)
(20928,12.962665506063162)
(20927,12.962665506063162)
(20932,12.962665506063162)
(20934,12.962665506063162)
(20518,12.962665506063162)
(20532,12.962665506063162)
(20576,12.962665506063162)
(20586,12.962665506063162)
(20538,12.962665506063162)
(27135,12.962665506063162)
(20603,12.962665506063162)
(20558,12.962665506063162)
(20550,12.962665506063162)
(11266,12.735085653473526)
(27722,12.735085653473526)
(1025,12.704252420060422)
(6563,12.704252420060422)
(26515,12.704252420060422)
(163,12.61651518652732)
(176,12.61651518652732)
(162,12.61651518652732)
(178,12.61651518652732)
(170,12.61651518652732)
(166,12.61651518652732)
(26533,12.61651518652732)
(174,12.61651518652732)
(164,12.61651518652732)
(172,12.61651518652732)
(3760,12.308221942192036)
(3345,12.29488780536854)
(6035,12.200462171951715)
(5965,12.186777480850006)
(27364,11.727257945584872)
(5314,11.727257945584872)
(7343,11.520289908937608)
(6084,11.482111038627922)
(6012,11.472035699255796)
(18875,11.446106821050314)
(6062,11.442742007672502)
(6039,11.432237087669407)
(100,11.36813983019033)
(26369,11.211780555015384)
(250,11.211780555015384)
(57,11.164186172093475)
(22705,11.157296152851252)
(2553,11.053414378080694)
(9806,11.039567413500263)
(22714,11.033711030096946)
(4683,11.033711030096946)
(23999,11.033711030096946)
(22726,11.033711030096946)
(4559,11.033711030096946)
(24002,11.033711030096946)
(28,11.033711030096946)
(26342,11.033711030096946)
(22701,11.033711030096946)
(22724,11.033711030096946)
(4520,11.033711030096946)
(4680,11.033711030096946)
(259,11.033711030096946)
(252,11.033711030096946)
(4682,11.033711030096946)
(4518,11.033711030096946)
(23991,11.033711030096946)
(26356,11.033711030096946)
(24009,11.033711030096946)
(23987,11.033711030096946)
(22891,10.910872070048505)
(5583,10.845637702259816)
(9497,10.7719848544531)
(20542,10.750001745925678)
(23993,10.500396156669856)
(7322,10.441462603284194)
(20936,10.338839396374098)
(20929,10.338839396374098)
(23014,10.336079239313271)
(471,10.121332731671721)
(6941,9.929811755691253)
(9212,9.894371275751087)
(11212,9.827006962990666)
(6015,9.758566748485503)
(5992,9.754414538315151)
(28016,9.754414538315151)
(23851,9.728007216706022)
(28044,9.724781629447074)
(6080,9.724781629447074)
(5994,9.719141224915392)
(28021,9.719141224915392)
(22943,9.562145016816865)
(26614,9.522545337250651)
(528,9.522545337250651)
(26615,9.522545337250651)
(5454,9.522545337250651)
(24221,9.522545337250651)
(5453,9.522545337250651)
(24222,9.522545337250651)
(527,9.522545337250651)
(23707,9.332090580186865)
(5918,9.280990953833312)
(25450,8.777285916861667)
(14537,8.66484990939882)
(5899,8.639270981484719)
(27425,8.639270981484719)
(6596,8.304947928345578)
(26518,8.304947928345578)
(1034,8.304947928345578)
(24452,8.304947928345578)
(1043,8.233802430550204)
(6614,8.233802430550204)
(24456,8.233802430550204)
(26520,8.233802430550204)
(4686,8.221021197258347)
(1964,8.193869997589564)
(22783,8.192165428757619)
(27362,8.127711894830048)
(5313,8.127711894830048)
(384,8.125412567306867)
(5827,8.034037495500236)
(5842,8.034037495500236)
(9544,7.7925742169729615)
(7426,7.689559185344493)
(17326,7.571579575934193)
(9900,7.436581587749752)
(24608,7.368922511534229)
(5393,7.368922511534229)
(1045,7.368922511534229)
(5528,7.256992660714596)
(26514,7.175199061662153)
(24482,7.175199061662153)
(1014,7.175199061662153)
(6553,7.175199061662153)
(7295,7.105268585678712)
(5786,6.948272371906181)
(6037,6.915941439879724)
(5807,6.911777404923491)
(5758,6.911777404923491)
(5776,6.911777404923491)
(5779,6.911777404923491)
(5784,6.911777404923491)
(5771,6.911777404923491)
(92,6.891255335058719)
