(5469,6.795290265495179)
(27739,6.795290265495179)
(4942,6.768060033437854)
(217,6.768060033437854)
(24075,6.768060033437854)
(26404,6.768060033437854)
(9549,6.74332321298472)
(23567,6.7095414357363286)
(142,6.656839508683585)
(10313,6.63755827937887)
(9495,6.612710168262007)
(6184,6.5865871104948335)
(19044,6.586276086296207)
(9915,6.554636761811723)
(7041,6.533067820480417)
(11763,6.5319865787429485)
(1984,6.43614801056331)
(18347,6.398890258254912)
(28049,6.390865222767665)
(6167,6.390865222767665)
(5562,6.3740953202346695)
(7473,6.373953321238197)
(9790,6.336370352409366)
(25839,6.257740104277524)
(27418,6.193605869996955)
(22980,6.193605869996955)
(5546,6.0477156895412145)
(6585,6.0461995656997125)
(1031,6.0461995656997125)
(26517,6.0461995656997125)
(24447,6.0461995656997125)
(5376,6.011643541591496)
(4936,5.995198113948383)
(26393,5.995198113948383)
(213,5.995198113948383)
(24074,5.995198113948383)
(10271,5.955355177030305)
(5373,5.928736640853866)
(10215,5.922808779225195)
(5493,5.918665242407528)
(23773,5.88020775547719)
(23748,5.88020775547719)
(5541,5.879496428638467)
(409,5.850592744716724)
(5537,5.808322248239835)
(22791,5.79691684620974)
(2980,5.768537802264389)
(23171,5.766170375562569)
(4642,5.755188675025718)
(26761,5.755188675025718)
(101,5.743717080645099)
(24407,5.72404158405004)
(253,5.721889063230849)
(27408,5.6877330300914375)
(5524,5.6877330300914375)
(45,5.665014953855397)
(23169,5.665014953855397)
(4513,5.665014953855397)
(23172,5.665014953855397)
(95,5.665014953855397)
(23170,5.665014953855397)
(4618,5.611574840759381)
(22907,5.605882634411673)
(98,5.600675595428523)
(4847,5.598357753094404)
(19151,5.593037145848866)
(4657,5.573113956994541)
(125,5.569903664464136)
(126,5.5679069180113885)
(317,5.5679069180113885)
(131,5.5679069180113885)
(25453,5.5679069180113885)
(22901,5.5679069180113885)
(22931,5.5679069180113885)
(4710,5.5679069180113885)
(745,5.5679069180113885)
(738,5.5679069180113885)
(22832,5.5679069180113885)
(732,5.5679069180113885)
(22836,5.5679069180113885)
(4629,5.5679069180113885)
(249,5.5679069180113885)
(735,5.5679069180113885)
(152,5.5679069180113885)
(4776,5.5679069180113885)
(22886,5.5679069180113885)
(316,5.5679069180113885)
(419,5.5679069180113885)
(25688,5.5679069180113885)
(4668,5.5679069180113885)
(731,5.5679069180113885)
(4658,5.5679069180113885)
(22928,5.5679069180113885)
(730,5.5679069180113885)
(26497,5.5679069180113885)
(749,5.5679069180113885)
(22893,5.5679069180113885)
(129,5.5679069180113885)
(264,5.5679069180113885)
(22879,5.5679069180113885)
(865,5.5679069180113885)
(22858,5.5679069180113885)
(22842,5.5679069180113885)
(10909,5.543864899288172)
(22890,5.478268095663278)
(5533,5.449261975883023)
(11846,5.4316698916601736)
(5581,5.333712374811877)
(5572,5.32949897994479)
(11520,5.30449376342074)
(5573,5.293380261530956)
(561,5.290325833762129)
(3064,5.285094380935175)
(4194,5.253706016540468)
(28065,5.249286532489684)
(5558,5.249286532489684)
(5738,5.222344312749661)
(27435,5.222344312749661)
(22683,5.20759739624396)
(103,5.153618939823128)
(22689,5.153618939823128)
(5847,5.121972568716226)
(27962,5.121972568716226)
(10911,5.054301984514755)
(18354,5.044567638318207)
(5547,5.020483428738061)
(17765,5.011976739962928)
(18335,4.992019002005944)
(5426,4.959425268493232)
(5538,4.949499730015857)
(5423,4.890087120863238)
(5291,4.890087120863238)
(94,4.845646470910873)
(49,4.845646470910873)
(23994,4.845646470910873)
(22679,4.845646470910873)
(104,4.845646470910873)
(23986,4.845646470910873)
(26621,4.845646470910873)
(89,4.845646470910873)
(4690,4.845646470910873)
(4127,4.772710559840181)
(9987,4.765609860576339)
(998,4.74686377900768)
(24623,4.74686377900768)
(6714,4.74686377900768)
(10680,4.728896009520709)
(1106,4.697202166197479)
(1118,4.673965834011722)
(5637,4.673965834011722)
(24461,4.673965834011722)
(1050,4.660490797330557)
(6653,4.660490797330557)
(24460,4.660490797330557)
(26523,4.660490797330557)
(17281,4.632118167684867)
(22803,4.616954504788969)
(24457,4.597595188902707)
(1047,4.597595188902707)
(6629,4.597595188902707)
(26521,4.597595188902707)
(23684,4.590428264192644)
(1040,4.576142971148056)
(26519,4.576142971148056)
(6607,4.576142971148056)
(24455,4.576142971148056)
(19864,4.555456338803406)
(5531,4.551428848565556)
(19783,4.538782704622475)
(2001,4.5229905463450795)
(23080,4.512275881180857)
(11679,4.479900898440876)
(6673,4.477672856944896)
(1051,4.477672856944896)
(26524,4.477672856944896)
(24614,4.477672856944896)
(24444,4.4587199658740255)
(1010,4.4587199658740255)
(26509,4.4587199658740255)
(6532,4.4587199658740255)
(19051,4.43571170742063)
(1116,4.430381719370623)
(24626,4.430381719370623)
(6731,4.430381719370623)
(17827,4.4271097406635835)
(24644,4.424684503187918)
(6899,4.424684503187918)
(26516,4.416750350523905)
(1028,4.416750350523905)
(6577,4.416750350523905)
(24603,4.416750350523905)
(24622,4.409853337333307)
(6710,4.409853337333307)
(995,4.409853337333307)
(23938,4.405817103239082)
(24576,4.370479948899341)
(1166,4.370479948899341)
(6690,4.3652122972701415)
(1052,4.3652122972701415)
(24619,4.3652122972701415)
(26525,4.3652122972701415)
(1007,4.3597758734764085)
(24647,4.3597758734764085)
(24477,4.3597758734764085)
(6510,4.3597758734764085)
(1008,4.3597758734764085)
(6518,4.3597758734764085)
(11875,4.355169355655118)
(992,4.346728503362818)
(26526,4.346728503362818)
(6695,4.346728503362818)
(24466,4.346728503362818)
(14551,4.333126910850541)
(6291,4.331951114418483)
(24247,4.32974482436789)
(24202,4.32974482436789)
(24244,4.32974482436789)
(24240,4.32974482436789)
(24125,4.32974482436789)
(24241,4.32974482436789)
(24236,4.32974482436789)
(24243,4.32974482436789)
(24871,4.329608572609341)
(6541,4.321143427607465)
(6632,4.321143427607465)
(24654,4.321143427607465)
(24459,4.321143427607465)
(26522,4.321143427607465)
(26513,4.321143427607465)
(1049,4.321143427607465)
(1011,4.321143427607465)
(7991,4.3066570702838405)
(6751,4.30234141112846)
(24920,4.30234141112846)
(1222,4.291084554685796)
(19156,4.274860489837892)
(19153,4.271102342838802)
(1102,4.263756653299234)
(20333,4.227847877124719)
(17273,4.223804163520231)
(1221,4.221662614092394)
(25134,4.221662614092394)
(6747,4.221662614092394)
(11665,4.216007181959903)
(5535,4.200491347716162)
(6186,4.19611514889295)
(28058,4.19611514889295)
(22789,4.170518456396017)
(17764,4.124784365297327)
(46,4.123750233180397)
(12126,4.12243155718202)
(18329,4.121894360784997)
(23,4.116037316643605)
(19152,4.114437782558111)
(26,4.092453038375571)
(10,4.084520548665042)
(13,4.084520548665042)
(0,4.080339604041174)
(1089,4.0787385254215645)
(5610,4.0787385254215645)
(24660,4.0787385254215645)
(5621,4.071589223184508)
(1092,4.071589223184508)
(24663,4.071589223184508)
(1087,4.061576912113965)
(5608,4.061576912113965)
(1090,4.061576912113965)
(24661,4.061576912113965)
(5615,4.061576912113965)
(24659,4.061576912113965)
(19150,4.0608165252033155)
(5939,4.04902337962835)
(27451,4.04902337962835)
(11281,4.039430307176209)
(24385,4.03774089208152)
(24388,4.03774089208152)
(24371,4.03774089208152)
(24375,4.03774089208152)
(24376,4.03774089208152)
(24383,4.03774089208152)
(24387,4.03774089208152)
(5930,4.034337714137631)
(18456,4.02806032149302)
(19105,4.012739885326426)
(20409,4.00288457316891)
(24574,3.997420710682858)
(1164,3.997420710682858)
(1091,3.995735792017414)
(24658,3.995735792017414)
(5618,3.995735792017414)
(26826,3.995735792017414)
(5606,3.995735792017414)
(26803,3.995735792017414)
(1072,3.995735792017414)
(24662,3.995735792017414)
(12114,3.9674440440599383)
(17619,3.939118367807147)
(2190,3.9326659238652306)
(7700,3.9073213930678268)
(1347,3.8769503921985953)
(5806,3.873184182306938)
(9420,3.861070650381613)
(18332,3.855162315869869)
(16015,3.828310009747634)
(22896,3.827021640548516)
(19068,3.8208789372502436)
(5549,3.808859073245056)
(24881,3.7989329541157724)
(334,3.7864776502795094)
(5083,3.7864776502795094)
(24171,3.7864776502795094)
(3068,3.7847903797533413)
(14491,3.7812963080852886)
(28207,3.7812963080852886)
(5536,3.7753866115198136)
(22831,3.7627207728928522)
(11653,3.7610928817857663)
(26706,3.7541461262775204)
(7045,3.7541461262775204)
(25183,3.7533788319957226)
(16021,3.752791828889904)
(18348,3.7274004038766626)
(263,3.7211347742053595)
(5319,3.704217176680758)
(23877,3.7041938109749637)
(18189,3.6849095179578333)
(17754,3.6849095179578333)
(18269,3.6849095179578333)
(18273,3.6849095179578333)
(18266,3.6849095179578333)
(18262,3.6849095179578333)
(18261,3.6849095179578333)
(27820,3.6849095179578333)
(18265,3.6849095179578333)
(18270,3.6849095179578333)
(19148,3.6723193146358017)
(18448,3.6702444057010495)
(6060,3.666655829294933)
(27728,3.666655829294933)
(5334,3.6661722612575387)
(5316,3.6661722612575387)
(27361,3.6661722612575387)
(17452,3.626853546798697)
(194,3.622695065089149)
(15961,3.6164596584425874)
(17180,3.601539870468433)
(20199,3.578119315628094)
(18775,3.5690945545526973)
(11644,3.5658112815611633)
(17440,3.5644739922910893)
(22957,3.5513210152177046)
(17749,3.5314456427879426)
(17616,3.5314456427879426)
(18762,3.523057715130134)
(12207,3.5218678339702154)
(10702,3.520417566806964)
(17565,3.496018628211831)
(219,3.4929195767721373)
(18649,3.48001361552183)
(24577,3.4601289926007297)
(1167,3.4601289926007297)
(23867,3.4510805081752802)
(23873,3.4510805081752802)
(24036,3.4510805081752802)
(109,3.450485000983849)
(1160,3.448817546926862)
(24750,3.448817546926862)
(9956,3.4472226765627236)
(25408,3.4192543969542406)
(5505,3.4192543969542406)
(19062,3.401092032513223)
(27383,3.399389628762693)
(24751,3.3929678000331744)
(26702,3.3929678000331744)
(1161,3.3929678000331744)
(1165,3.379389608359746)
(24575,3.379389608359746)
(28246,3.376712779696514)
(7260,3.376712779696514)
(16538,3.3674766492776422)
(18840,3.3663720844586793)
(24753,3.3655495109900477)
(1163,3.3655495109900477)
(19046,3.361924277014371)
(18455,3.3589534782152612)
(18454,3.3537590993520956)
(7576,3.339064280307411)
(18784,3.33857294842665)
(26648,3.3372956347279814)
(186,3.3372956347279814)
(6437,3.315606558186441)
(17717,3.310547174793645)
(17703,3.310547174793645)
(18825,3.308941767738252)
(16744,3.2970214897960526)
(17165,3.278173898160808)
(6088,3.2704059203548925)
(19999,3.2652755098281103)
(19147,3.238693030113737)
(1603,3.2353981323506047)
(18694,3.2326892838311756)
(5534,3.21819566057202)
(24581,3.2061434485166687)
(6269,3.2014476412820962)
(638,3.197943852016949)
(9185,3.1862639063734086)
(5587,3.1845134557176045)
(22691,3.1771135688636853)
(23961,3.1609102905289608)
(24235,3.1609102905289608)
(220,3.1553592355159976)
(24752,3.1543327101717007)
(1162,3.1543327101717007)
(18848,3.149137874496503)
(5749,3.145040543809731)
(18636,3.118185669075209)
(28226,3.118185669075209)
(11638,3.1161592927530033)
(4473,3.1118024591362765)
(1435,3.1115661825673495)
(11671,3.10861475485737)
(16716,3.0782798962752866)
(24054,3.0567876544359587)
(24037,3.0567876544359587)
(1101,3.054439544248391)
(24579,3.054439544248391)
(5544,3.0396953991586337)
(1131,3.03421826772999)
(24690,3.03421826772999)
(5527,3.028232387723383)
(1112,3.018347497384943)
(24585,3.018347497384943)
(5499,3.018347497384943)
(9416,3.0043734310424846)
(19112,3.001278592115974)
(18534,2.992145396073559)
(26610,2.9920971892198964)
(523,2.9920971892198964)
(24433,2.9920971892198964)
(5449,2.9920971892198964)
(4984,2.9781880281949884)
(22682,2.974286396077366)
(9730,2.9714519987496564)
(24259,2.9588602590088016)
(17240,2.9586973209506806)
(649,2.9538729441272618)
(652,2.9538729441272618)
(653,2.9538729441272618)
(651,2.9538729441272618)
(648,2.9538729441272618)
(647,2.9538729441272618)
(22709,2.9463876838194256)
(5446,2.945752918917483)
(26607,2.945752918917483)
(520,2.945752918917483)
(24429,2.945752918917483)
(5437,2.941712406515668)
(486,2.941712406515668)
(26596,2.941712406515668)
(24420,2.941712406515668)
(1833,2.9286982031194984)
(24028,2.9118536068723655)
(2292,2.9118536068723655)
(23011,2.8960185106900047)
(858,2.8750661801526674)
(19052,2.8716645397941107)
(6934,2.870541248698592)
(24748,2.8629110071419954)
(1156,2.8629110071419954)
(7769,2.857669001858538)
(5491,2.8471919912061727)
(26750,2.8471919912061727)
(24578,2.8471919912061727)
(1099,2.8471919912061727)
(283,2.841853975621041)
(20011,2.824999289141208)
(5436,2.794314293790995)
(483,2.794314293790995)
(24419,2.794314293790995)
(26595,2.794314293790995)
(24422,2.7860966832974947)
(5439,2.7860966832974947)
(503,2.7860966832974947)
(26598,2.7860966832974947)
(4764,2.781586634011283)
(516,2.777289101427863)
(26605,2.777289101427863)
(5444,2.777289101427863)
(24427,2.777289101427863)
(18330,2.7768101745060902)
(929,2.7712999945832815)
(930,2.7712999945832815)
(5947,2.7647155893988)
(21036,2.7586517184190686)
(18539,2.7461543069041605)
(7365,2.744119682076641)
(24584,2.7440829331329555)
(5497,2.7440829331329555)
(24586,2.743908185416418)
(5500,2.743908185416418)
(1113,2.743908185416418)
(26768,2.743908185416418)
(24580,2.7420596659592373)
(1104,2.7420596659592373)
(5496,2.7394232455480747)
(26759,2.7394232455480747)
(1110,2.7394232455480747)
(24583,2.7394232455480747)
(4736,2.7378081150994427)
(116,2.734484037106365)
(1142,2.7315521214524514)
(24684,2.7315521214524514)
(5641,2.7315521214524514)
(24727,2.7315521214524514)
(24737,2.7315521214524514)
(5484,2.7315521214524514)
(1154,2.7315521214524514)
(1153,2.7315521214524514)
(24707,2.7315521214524514)
(24718,2.7315521214524514)
(1148,2.7315521214524514)
(1136,2.7315521214524514)
(24694,2.7315521214524514)
(1155,2.7315521214524514)
(24696,2.7315521214524514)
(1126,2.7315521214524514)
(26693,2.7315521214524514)
(7215,2.7279269436170863)
(24491,2.7213538081478106)
(24582,2.7213538081478106)
(26276,2.720891311419827)
(672,2.6790290015580633)
(630,2.6790290015580633)
(24434,2.6674315609660764)
(524,2.6674315609660764)
(5450,2.6674315609660764)
(26611,2.6674315609660764)
(5447,2.667431560966076)
(26608,2.667431560966076)
(24430,2.667431560966076)
(521,2.667431560966076)
(4465,2.6639324501729256)
(37,2.6639324501729256)
(1364,2.66321971174438)
(511,2.6555247337384524)
(26603,2.6555247337384524)
(5442,2.6555247337384524)
(24425,2.6555247337384524)
(5988,2.6520279337145287)
(17454,2.65199839664514)
(24418,2.650413140314114)
(480,2.650413140314114)
(5435,2.650413140314114)
(26594,2.650413140314114)
(1298,2.639952025828093)
(31,2.638513861926903)
(24001,2.638513861926903)
(5878,2.6357052491379167)
(26277,2.6357052491379167)
(24224,2.626103927813885)
(530,2.626103927813885)
(5204,2.626103927813885)
(18781,2.6204648066191667)
(4912,2.6146212980055745)
(4895,2.6146212980055745)
(4897,2.6146212980055745)
(662,2.6121723147367013)
(661,2.6121723147367013)
(38,2.611763413318097)
(30,2.611763413318097)
(26357,2.611763413318097)
(20,2.611763413318097)
(52,2.611763413318097)
(15,2.611763413318097)
(19737,2.598756967513962)
(19861,2.5940208099539244)
(5550,2.583984598886038)
(19149,2.5707240135557994)
(677,2.5605904716126275)
(680,2.559269126484777)
(16045,2.5564633714253433)
(4808,2.552897756306084)
(4809,2.552897756306084)
(4813,2.552897756306084)
(4799,2.552897756306084)
(4810,2.552897756306084)
(26928,2.550390303201562)
(18355,2.542966732822618)
(23725,2.5413542732972627)
(18449,2.5403580478439425)
(25401,2.5387579516636354)
(17210,2.531875130059883)
(18609,2.5315382214519833)
(19060,2.525622695321141)
(657,2.5201921507548057)
(22694,2.5123847814957156)
(1295,2.492412439663414)
(656,2.492412439663414)
(678,2.492412439663414)
(663,2.492412439663414)
(665,2.492412439663414)
(674,2.492412439663414)
(686,2.492412439663414)
(681,2.492412439663414)
(670,2.492412439663414)
(685,2.492412439663414)
(4719,2.492412439663414)
(673,2.492412439663414)
(671,2.492412439663414)
(679,2.492412439663414)
(668,2.492412439663414)
(664,2.492412439663414)
(666,2.492412439663414)
(676,2.492412439663414)
(1302,2.492412439663414)
(675,2.492412439663414)
(1308,2.492412439663414)
(10428,2.4783152040252996)
(999,2.4693088474238647)
(25474,2.4693088474238647)
(4944,2.4693088474238647)
(5473,2.4614141084875176)
(5801,2.4595888275880124)
(1438,2.453297071737978)
(1369,2.453297071737978)
(23027,2.4521729117673274)
(5792,2.4473602293672636)
(723,2.4284959075241366)
(724,2.4284959075241366)
(19872,2.4248613071999796)
(18782,2.405771882588143)
(4706,2.4051259937344684)
(7,2.3991080516186756)
(12032,2.3989337239260626)
(18356,2.393665034189608)
(17348,2.387717500791373)
(7314,2.385983637582956)
(14346,2.3819519926848676)
(1066,2.3746651011876008)
(19740,2.353055314462766)
(5526,2.33641286506)
(19998,2.3359880505047115)
(18889,2.33251969630115)
(293,2.322988914225565)
(23965,2.3195311161594536)
(4163,2.314166172286771)
(11817,2.3093443240890634)
(5490,2.3087868736045283)
(1105,2.3066409910464287)
(20002,2.30517829223666)
(24070,2.2937605602934097)
(209,2.2937605602934097)
(26384,2.2937605602934097)
(4929,2.2937605602934097)
(19154,2.2918871967854146)
(9493,2.284373921902459)
(4627,2.278759894941035)
(27634,2.2774546568721554)
(10795,2.2774546568721554)
(23581,2.2445783573696403)
(17374,2.242145623306682)
(22740,2.232851089710651)
(22942,2.232851089710651)
(22823,2.232851089710651)
(27504,2.2265251918498263)
(5764,2.2240168882785394)
(1,2.216238406068807)
(4463,2.216238406068807)
(4464,2.216238406068807)
(22677,2.216238406068807)
(4,2.216238406068807)
(22678,2.216238406068807)
(636,2.212901202680688)
(23098,2.207456464200719)
(23927,2.2073782858159245)
(8865,2.194159633765307)
(21328,2.1853121889994926)
(11010,2.1840908619588597)
